number,name_stopping,clean_name,pos_vys,po_treb,changed,longitude,latitude
1,"ПР. АВИАКОНСТРУКТОРОВ, 47","ПР. АВИАКОНСТРУКТОРОВ, 47",,False,False,30.22264,60.027851
2,"ПР. АВИАКОНСТРУКТОРОВ, 32","ПР. АВИАКОНСТРУКТОРОВ, 32",,False,False,30.221964,60.027507
3,"ПОНТОННЫЙ, ВОКЗАЛ","ПОС. ПОНТОННЫЙ, ВОКЗАЛ",,False,True,30.627792,59.785067
4,ДОРОГА НА КОЛПИНО,ДОР. НА КОЛПИНО,,False,True,30.653787,59.775908
5,"ОТРАДНОЕ, СУДОРЕМ.МАСТЕРСКИЕ","Г. ОТРАДНОЕ, СУДОРЕМ. МАСТЕРСКИЕ",,False,True,30.765173,59.760005
6,"ОТРАДНОЕ, СУДОРЕМ.МАСТЕРСКИЕ","Г. ОТРАДНОЕ, СУДОРЕМ. МАСТЕРСКИЕ",,False,True,30.76351,59.76015
7,ДОРОГА НА КОЛПИНО,ДОР. НА КОЛПИНО,,False,True,30.654334,59.776227
8,"ПОНТОННЫЙ, ВОКЗАЛ","ПОС. ПОНТОННЫЙ, ВОКЗАЛ",,False,True,30.626471,59.785698
9,СЧАСТЛИВАЯ УЛ.,СЧАСТЛИВАЯ УЛ.,,False,False,30.270596,59.84617
10,УЛ РИХАРДА ЗОРГЕ УГ УЛ ДОБЛЕСТИ,"УЛ. РИХАРДА ЗОРГЕ, УГ. УЛ. ДОБЛЕСТИ",,False,True,30.178328,59.850624
11,СЕВЕРНЫЙ ПР.,СЕВЕРНЫЙ ПР.,,False,False,30.36443,60.031565
12,"ПРЕДПОРТОВАЯ УЛ., 10","ПРЕДПОРТОВАЯ УЛ., 10",,False,False,30.306151,59.832158
13,СТ. ПРЕДПОРТОВАЯ,"Ж.-Д. СТ. ""ПРЕДПОРТОВАЯ""",,False,True,30.29568,59.832179
14,ЗАМШИНА УЛ.,ЗАМШИНА УЛ.,,False,False,30.393806,59.966858
15,"УСТЬ-ИЖОРА, УЛ.ТРУДА","ПОС. УСТЬ-ИЖОРА, УЛ. ТРУДА",,False,True,30.60484,59.79767
16,"УСТЬ-ИЖОРА, УЛ.ТРУДА","ПОС. УСТЬ-ИЖОРА, УЛ. ТРУДА",,False,True,30.604595,59.79759
17,УЛ. ДИМИТРОВА,УЛ. ДИМИТРОВА,,False,False,30.398738,59.851573
18,"А.С. ""РУЧЬИ"" [ВЫСАДКИ И ПОСАДКИ НЕТ]","А.С. ""РУЧЬИ""",(ВЫСАДКИ И ПОСАДКИ НЕТ),False,True,30.439596,60.003503
19,НАБ. РЕКИ ФОНТАНКИ,НАБ. РЕКИ ФОНТАНКИ,,False,False,30.279356,59.915931
20,"ПОС. ВАРТЕМЯГИ, ПОЧТА","ПОС. ВАРТЕМЯГИ, ПОЧТА",,False,False,30.316319,60.166413
21,"ПОС. ВАРТЕМЯГИ,  БОЛЬНИЦА","ПОС. ВАРТЕМЯГИ, БОЛЬНИЦА",,False,True,30.319353,60.17013
22,"ПОС. ВАРТЕМЯГИ, 9 КМ","ПОС. ВАРТЕМЯГИ, 9 КМ.",,False,True,30.313728,60.163626
23,"ПОС. ВАРТЕМЯГИ, ПОЧТА","ПОС. ВАРТЕМЯГИ, ПОЧТА",,False,False,30.316807,60.166401
24,"ПОС. ВАРТЕМЯГИ, СТОЛОВАЯ","ПОС. ВАРТЕМЯГИ, СТОЛОВАЯ",,False,False,30.315624,60.176087
25,"ПОС. ВАРТЕМЯГИ, БОЛЬНИЦА","ПОС. ВАРТЕМЯГИ, БОЛЬНИЦА",,False,False,30.31891,60.170094
26,"ПОС. ВАРТЕМЯГИ, СТОЛОВАЯ","ПОС. ВАРТЕМЯГИ, СТОЛОВАЯ",,False,False,30.316185,60.176157
27,"ПОС. ДРАНИШНИКИ, СОВХОЗ № 3","ПОС. ДРАНИШНИКИ, СОВХОЗ № 3",,False,False,30.25804,60.135491
28,"ПОС. ДРАНИШНИКИ, СОВХОЗ № 3","ПОС. ДРАНИШНИКИ, СОВХОЗ № 3",,False,False,30.258405,60.13542
29,СМОЛЬНЫЙ,СМОЛЬНЫЙ,,False,False,30.389299,59.946001
30,"ПОС.ДРАНИШНИКИ,4 КМ","ПОС. ДРАНИШНИКИ, 4 КМ.",,False,True,30.257029,60.129225
31,ПОС. ЛУППОЛОВО,ПОС. ЛУППОЛОВО,,False,False,30.276679,60.152158
32,6 КМ,6 КМ.,,False,True,30.269694,60.145747
33,6 КМ,6 КМ.,,False,True,30.270228,60.145762
34,ОТДЕЛЕНИЕ СОВХОЗА №3,ОТДЕЛЕНИЕ СОВХОЗА №3,,False,False,30.291981,60.157181
35,ПОС. ЛУППОЛОВО,ПОС. ЛУППОЛОВО,,False,False,30.276201,60.152178
36,"ПОС. ВАРТЕМЯГИ, 9 КМ","ПОС. ВАРТЕМЯГИ, 9 КМ.",,False,True,30.314173,60.163663
37,8 КМ,8 КМ.,,False,True,30.305322,60.161233
38,8 КМ,8 КМ.,,False,True,30.305357,60.161099
39,ОТДЕЛЕНИЕ СОВХОЗА №3,ОТДЕЛЕНИЕ СОВХОЗА №3,,False,False,30.291876,60.157317
40,"ПОС. АГАЛАТОВО, ЖИЛГОРОДОК","ПОС. АГАЛАТОВО, ЖИЛГОРОДОК",,False,False,30.29539,60.21812
41,ПР. ЧЕРНЫШЕВСКОГО,ПР. ЧЕРНЫШЕВСКОГО,,False,False,30.36002,59.94898
42,"ПОС. АГАЛАТОВО, ДОР. НА СЕРТОЛОВО","ПОС. АГАЛАТОВО, ДОР. НА СЕРТОЛОВО",,False,False,30.288996,60.219844
43,"ПОС. АГАЛАТОВО, ДОР. НА СЕРТОЛОВО","ПОС. АГАЛАТОВО, ДОР. НА СЕРТОЛОВО",,False,False,30.291769,60.219704
44,ГАГАРИНСКАЯ УЛ.,ГАГАРИНСКАЯ УЛ.,,False,False,30.34369,59.94837
45,19 КМ,19 КМ.,,False,True,30.262702,60.231359
46,ГАНГУТСКАЯ УЛ.,ГАНГУТСКАЯ УЛ.,,False,False,30.342693,59.944534
47,19 КМ,19 КМ.,,False,True,30.262045,60.231365
48,ТРОИЦКАЯ ПЛ.,ТРОИЦКАЯ ПЛ.,,False,False,30.323403,59.953807
49,22 КМ,22 КМ.,,False,True,30.246279,60.257266
50,22 КМ,22 КМ.,,False,True,30.24578,60.257325
51,ДОРОГА НА ЕЛИЗАВЕТИНКУ,ДОР. НА ЕЛИЗАВЕТИНКУ,,False,True,30.231473,60.273177
52,"ОТД. ПЛЕМ. 3-ДА ""ЛЕСНОЕ"", ПО ТРЕБОВАНИЮ","ОТДЕЛЕНИЕ ПЛЕМ. 3-ДА ""ЛЕСНОЕ""",,True,True,30.321206,60.182815
53,"ОТД. ПЛЕМ. 3-ДА ""ЛЕСНОЕ"", ПО ТРЕБОВАНИЮ","ОТДЕЛЕНИЕ ПЛЕМ. 3-ДА ""ЛЕСНОЕ""",,True,True,30.321769,60.182818
54,12 КМ,12 КМ.,,False,True,30.315211,60.18552
55,12 КМ,12 КМ.,,False,True,30.315796,60.185572
56,"ПОС. КАСИМОВО, 1","ПОС. КАСИМОВО, 1",,False,False,30.312328,60.19364
57,"ПОС. КАСИМОВО, 1","ПОС. КАСИМОВО, 1",,False,False,30.312953,60.193549
58,"ПОС. КАСИМОВО, 2","ПОС. КАСИМОВО, 2",,False,False,30.311553,60.199311
59,"ПОС. КАСИМОВО, 2","ПОС. КАСИМОВО, 2",,False,False,30.312111,60.199267
60,"ПОС. КАСИМОВО, 3","ПОС. КАСИМОВО, 3",,False,False,30.309761,60.204534
61,"ПОС. КАСИМОВО, 3","ПОС. КАСИМОВО, 3",,False,False,30.310587,60.20445
62,15 КМ,15 КМ.,,False,True,30.302838,60.211879
63,15 КМ,15 КМ.,,False,True,30.30364,60.21178
64,"ПОС. АГАЛАТОВО, ЖИЛГОРОДОК","ПОС. АГАЛАТОВО, ЖИЛГОРОДОК",,False,False,30.296125,60.218053
65,"УЛ. СОФЬИ КОВАЛЕВСКОЙ, УГ. ПР. НАУКИ","УЛ. СОФЬИ КОВАЛЕВСКОЙ, УГ. ПР. НАУКИ",,False,False,30.409177,60.010825
66,"УЛ. СОФЬИ КОВАЛЕВСКОЙ,7","УЛ. СОФЬИ КОВАЛЕВСКОЙ, 7",,False,True,30.412919,60.014554
67,"СЕВЕРНЫЙ ПР., УГ. СВЕТЛАНОВСКОГО ПР.","СЕВЕРНЫЙ ПР., УГ. СВЕТЛАНОВСКОГО ПР.",,False,False,30.390463,60.0264
68,"ПР. НАУКИ,УГ. УЛ. КАРПИНСКОГО","ПР. НАУКИ, УГ. УЛ. КАРПИНСКОГО",,False,True,30.42375,60.00707
69,"УЛ. КАРПИНСКОГО,28","УЛ. КАРПИНСКОГО, 28",,False,True,30.42687,60.00988
70,"УЛ. КАРПИНСКОГО,28","УЛ. КАРПИНСКОГО, 28",,False,True,30.426641,60.009889
71,"СЕВЕРНЫЙ ПР.,91","СЕВЕРНЫЙ ПР., 91",,False,True,30.428516,60.016197
72,"УЛ. КАРПИНСКОГО,38","УЛ. КАРПИНСКОГО, 38",,False,True,30.429642,60.012414
73,"СЕВЕРНЫЙ ПР.,УГ. УЛ. СОФЬИ КОВАЛЕВСКОЙ","СЕВЕРНЫЙ ПР., УГ. УЛ. СОФЬИ КОВАЛЕВСКОЙ",,False,True,30.417637,60.018946
74,"УЛ. МАРШАЛА ЗАХАРОВА,19","УЛ. МАРШАЛА ЗАХАРОВА, 19",,False,True,30.191814,59.854229
75,УЛ. ДЕСАНТНИКОВ,УЛ. ДЕСАНТНИКОВ,,False,False,30.198865,59.852627
76,"ПОРТОВАЯ УЛ., УГ.ПР.СТАЧЕК","ПОРТОВАЯ УЛ., УГ. ПР. СТАЧЕК",,False,True,30.25947,59.864007
77,"ЭЛЕВАТОРНАЯ ПЛ.,2","ЭЛЕВАТОРНАЯ ПЛ., 2",,False,True,30.233796,59.864578
78,ДОР. К РЫБНОМУ ПОРТУ,ДОР. К РЫБНОМУ ПОРТУ,,False,False,30.208851,59.866409
79,УГОЛЬНАЯ ГАВАНЬ,УГОЛЬНАЯ ГАВАНЬ,,False,False,30.201652,59.869318
80,ДОР.К РЫБНОМУ ПОРТУ,ДОР. К РЫБНОМУ ПОРТУ,,False,True,30.208282,59.866808
81,"ЭЛЕВАТОРНАЯ ПЛ.,2","ЭЛЕВАТОРНАЯ ПЛ., 2",,False,True,30.233635,59.864718
82,"УЛ. МАРШАЛА ЗАХАРОВА,19","УЛ. МАРШАЛА ЗАХАРОВА, 19",,False,True,30.19227,59.853748
83,ПР. КУЗНЕЦОВА,ПР. КУЗНЕЦОВА,,False,False,30.18631,59.855105
84,"УЛ. ДОБЛЕСТИ, УГ. УЛ. МАРШАЛА ЗАХАРОВА","УЛ. ДОБЛЕСТИ, УГ. УЛ. МАРШАЛА ЗАХАРОВА",,False,False,30.177523,59.857094
85,ПР. КУЗНЕЦОВА,ПР. КУЗНЕЦОВА,,False,False,30.184894,59.855782
86,Б. МОНЕТНАЯ УЛ.,Б. МОНЕТНАЯ УЛ.,,False,False,30.315034,59.961944
87,"ПОС.ДРАНИШНИКИ,4 КМ","ПОС. ДРАНИШНИКИ, 4 КМ.",,False,True,30.257453,60.129238
88,ТРОИЦКАЯ ПЛ.,ТРОИЦКАЯ ПЛ.,,False,False,30.322534,59.954097
89,"ЛИТЕЙНЫЙ ПР., УГ. КИРОЧНОЙ УЛ.","ЛИТЕЙНЫЙ ПР., УГ. КИРОЧНОЙ УЛ.",,False,False,30.349538,59.943964
90,"СЕВЕРНЫЙ ПР.,91","СЕВЕРНЫЙ ПР., 91",,False,True,30.428253,60.016612
91,"УЛ. СОФЬИ КОВАЛЕВСКОЙ,УГ. ПР. НАУКИ","УЛ. СОФЬИ КОВАЛЕВСКОЙ, УГ. ПР. НАУКИ",,False,True,30.408053,60.01071
92,"УЛ. СОФЬИ КОВАЛЕВСКОЙ,7","УЛ. СОФЬИ КОВАЛЕВСКОЙ, 7",,False,True,30.412501,60.014479
93,ВЯЗЕМСКИЙ ПЕР.,ВЯЗЕМСКИЙ ПЕР.,,False,False,30.299734,59.975828
94,"ПОС. ЮККИ,1","ПОС. ЮККИ, 1",,False,True,30.27603,60.109424
95,"ПОС. ЮККИ,2 ( ВЫСАДКА)","ПОС. ЮККИ, 2",(ВЫСАДКА),False,True,30.283221,60.110319
96,"ПОС. ЮККИ,1","ПОС. ЮККИ, 1",,False,True,30.277301,60.109395
97,УЛ. ШИШКИНА,УЛ. ШИШКИНА,,False,False,30.261017,60.08718
98,"ПОС. ОСИНОВАЯ РОЩА,1","ПОС. ОСИНОВАЯ РОЩА, 1",,False,True,30.253333,60.1098
99,"ПОС. ОСИНОВАЯ РОЩА,1","ПОС. ОСИНОВАЯ РОЩА, 1",,False,True,30.252665,60.109442
100,УЛ.ШИШКИНА,УЛ. ШИШКИНА,,False,True,30.261162,60.087518
101,ЯХТЕННАЯ УЛ.,ЯХТЕННАЯ УЛ.,,False,False,30.215881,59.986916
102,БОЛЬНИЦА,БОЛЬНИЦА,,False,False,30.145122,59.99271
103,"ПОРТОВАЯ УЛ.,УГ.ПР.СТАЧЕК","ПОРТОВАЯ УЛ., УГ. ПР. СТАЧЕК",,False,True,30.260135,59.864174
104,СЧАСТЛИВАЯ УЛ. УГ. БУЛЬВ.НОВАТОРОВ,"СЧАСТЛИВАЯ УЛ., УГ. БУЛЬВ. НОВАТОРОВ",,False,True,30.270263,59.845855
105,"Ж.-Д.СТ. ""ПОС.ЛИСИЙ НОС""","Ж.-Д. СТ. ""ЛИСИЙ НОС""",,False,True,30.010582,60.017097
106,"ПОС. ЛИСИЙ НОС,ВОЕННАЯ УЛ.","ПОС. ЛИСИЙ НОС, ВОЕННАЯ УЛ.",,False,True,29.9984,60.027928
107,"Ж.-Д. СТ.""ОЛЬГИНО""","Ж.-Д. СТ. ""ОЛЬГИНО""",,False,True,30.133739,59.994426
108,"МОТЕЛЬ-КЕМПИНГ ""ОЛЬГИНО""","МОТЕЛЬ-КЕМПИНГ ""ОЛЬГИНО""",,False,False,30.116819,59.995541
109,БАЗА РСУ,БАЗА РСУ,,False,False,29.742284,60.006651
110,16 КВАРТАЛ,16 КВАРТАЛ,,False,False,29.757231,60.002725
111,ГОРСКАЯ,ГОРСКАЯ,,False,False,29.975258,60.037479
112,"КРОНШТАДТСКОЕ ШОССЕ,38","КРОНШТАДТСКОЕ ШОССЕ, 38",,False,True,29.72585,60.011423
113,БАЗА РСУ,БАЗА РСУ,,False,False,29.74223,60.006466
114,"КРОНШТАДТСКОЕ ШОССЕ, 38","КРОНШТАДТСКОЕ ШОССЕ, 38",,False,False,29.724439,60.011615
115,ГРАЖДАНСКАЯ УЛ.,ГРАЖДАНСКАЯ УЛ.,,False,False,29.766163,59.997763
116,16 КВАРТАЛ,16 КВАРТАЛ,,False,False,29.757505,60.002505
117,"Ж.Д. СТ. ""ПОС.ЛИСИЙ НОС""","Ж.-Д. СТ. ""ЛИСИЙ НОС""",,False,True,30.011084,60.01721
118,"МОТЕЛЬ-КЕМПИНГ ""ОЛЬГИНО""","МОТЕЛЬ-КЕМПИНГ ""ОЛЬГИНО""",,False,False,30.115183,59.996607
119,ГОРСКАЯ,ГОРСКАЯ,,False,False,29.973882,60.039952
120,"ПОС. ЛИСИЙ НОС,ВОЕННАЯ УЛ.","ПОС. ЛИСИЙ НОС, ВОЕННАЯ УЛ.",,False,True,29.999381,60.02787
121,"ОЛЬГИНО,КЛЮЧЕВОЙ ПР.","ОЛЬГИНО, КЛЮЧЕВОЙ ПР.",,False,True,30.144255,59.995475
122,ДУНАЙСКИЙ ПР.,ДУНАЙСКИЙ ПР.,,False,False,30.396938,59.838077
123,ДУНАЙСКИЙ ПР.,ДУНАЙСКИЙ ПР.,,False,False,30.39593,59.839727
124,"БУДАПЕШТСКАЯ УЛ., УГ. УЛ. Я. ГАШЕКА","БУДАПЕШТСКАЯ УЛ., УГ. УЛ. ЯРОСЛАВА ГАШЕКА",,False,True,30.400028,59.835738
125,ПЛОВДИВСКАЯ УЛ.,ПЛОВДИВСКАЯ УЛ.,,False,False,30.393269,59.8417
126,МАЛАЯ КАШТАНОВАЯ АЛЛЕЯ,МАЛАЯ КАШТАНОВАЯ АЛЛЕЯ,,False,False,30.39107,59.843915
127,УЛ. ДИМИТРОВА,УЛ. ДИМИТРОВА,,False,False,30.387132,59.847779
128,МАЛАЯ КАШТАНОВАЯ АЛЛЕЯ,МАЛАЯ КАШТАНОВАЯ АЛЛЕЯ,,False,False,30.391037,59.844567
129,ЛЕНИНГРАДСКАЯ УЛ.,ЛЕНИНГРАДСКАЯ УЛ.,,False,False,30.116143,59.783933
130,"АННИНСКОЕ ШОССЕ, 30","АННИНСКОЕ ШОССЕ, 30",,False,False,30.10796,59.78361
131,"АННИНСКОЕ ШОССЕ, УГ. ТАЛЛИНСКОГО ШОССЕ","АННИНСКОЕ ШОССЕ, УГ. ТАЛЛИНСКОГО ШОССЕ",,False,False,30.13292,59.7811
132,"ДАЧНЫЙ ПР., 23","ДАЧНЫЙ ПР., 23",,False,False,30.259416,59.839748
133,"СТ. МЕТРО ""ПР. ВЕТЕРАНОВ""","СТ. МЕТРО ""ПРОСПЕКТ ВЕТЕРАНОВ""",,False,True,30.24993,59.84218
134,УЛ. ПОДВОДНИКА КУЗЬМИНА,УЛ. ПОДВОДНИКА КУЗЬМИНА,,False,False,30.272419,59.839781
135,"УЛ. ОДОЕВСКОГО, 28","УЛ. ОДОЕВСКОГО, 28",,False,False,30.240963,59.948048
136,"ПР. КИМА, УГ. УРАЛЬСКОЙ УЛ.","ПР. КИМА, УГ. УРАЛЬСКОЙ УЛ.",,False,False,30.241606,59.955214
137,БУХАРЕСТСКАЯ УЛ.,БУХАРЕСТСКАЯ УЛ.,,False,False,30.423728,59.829308
138,"УЛ.ЧУДНОВСКОГО, УГ.ТОВАРИЩЕСКОГО ПР.","УЛ. ЧУДНОВСКОГО, УГ. ТОВАРИЩЕСКОГО ПР.",,False,True,30.475021,59.923863
139,"СТ. МЕТРО ""ПРИМОРСКАЯ""","СТ. МЕТРО ""ПРИМОРСКАЯ""",,False,False,30.23273,59.94806
140,ТОВАРИЩЕСКИЙ ПР.,ТОВАРИЩЕСКИЙ ПР.,,False,False,30.478368,59.922395
141,"ПУЛКОВСКАЯ УЛ., УГ. УЛ. ОРДЖОНИКИДЗЕ","ПУЛКОВСКАЯ УЛ., УГ. УЛ. ОРДЖОНИКИДЗЕ",,False,False,30.348425,59.842178
142,ПР. ЮРИЯ ГАГАРИНА,ПР. ЮРИЯ ГАГАРИНА,,False,False,30.33893,59.844366
143,"ПУЛКОВСКАЯ УЛ., ТОРГОВЫЙ ЦЕНТР","ПУЛКОВСКАЯ УЛ., ТОРГОВЫЙ ЦЕНТР",,False,False,30.349458,59.838522
144,УЛ. ТИПАНОВА,УЛ. ТИПАНОВА,,False,False,30.329473,59.853775
145,УЛ. ГАСТЕЛЛО,УЛ. ГАСТЕЛЛО,,False,False,30.329339,59.85772
146,"БУХАРЕСТСКАЯ УЛ., УГ. УЛ. О.ДУНДИЧА","БУХАРЕСТСКАЯ УЛ., УГ. УЛ. ОЛЕКО ДУНДИЧА",,False,True,30.418916,59.832446
147,МАЛАЯ БАЛКАНСКАЯ УЛ.,МАЛАЯ БАЛКАНСКАЯ УЛ.,,False,False,30.421722,59.828879
148,ПИОНЕРСКАЯ УЛ.,ПИОНЕРСКАЯ УЛ.,,False,False,30.298448,59.955408
149,ПР. ЮРИЯ ГАГАРИНА,ПР. ЮРИЯ ГАГАРИНА,,False,False,30.33679,59.844619
150,ПЕР. ТАЛАЛИХИНА,ПЕР. ТАЛАЛИХИНА,,False,False,30.297192,59.952002
151,УЛ. ЛЕНИНА,УЛ. ЛЕНИНА,,False,False,30.30515,59.96172
152,УЛ. ЛЕНИНА,УЛ. ЛЕНИНА,,False,False,30.30805,59.961429
153,"УЛ. ОРДЖОНИКИДЗЕ, УГ. УЛ. ЛЕНСОВЕТА","УЛ. ОРДЖОНИКИДЗЕ, УГ. УЛ. ЛЕНСОВЕТА",,False,False,30.330428,59.844752
154,ВВЕДЕНСКАЯ УЛ.,ВВЕДЕНСКАЯ УЛ.,,False,False,30.302535,59.957993
155,"УЛ. ПРОФЕССОРА ПОПОВА, УГ. ПР. МЕДИКОВ","УЛ. ПРОФЕССОРА ПОПОВА, УГ. ПР. МЕДИКОВ",,False,False,30.314991,59.971385
156,АЛТАЙСКАЯ УЛ.,АЛТАЙСКАЯ УЛ.,,False,False,30.330229,59.849055
157,"СТ. МЕТРО ""ПЕТРОГРАДСКАЯ""","СТ. МЕТРО ""ПЕТРОГРАДСКАЯ""",,False,False,30.3132,59.966676
158,"СТ. МЕТРО ""ПЕТРОГРАДСКАЯ""","СТ. МЕТРО ""ПЕТРОГРАДСКАЯ""",,False,False,30.313251,59.966192
159,АПТЕКАРСКИЙ ПР. ПО АПТЕКАРСКОЙ НАБ.,АПТЕКАРСКИЙ ПР. (ПО АПТЕКАРСКОЙ НАБ.),,False,True,30.322276,59.976555
160,УЛ. АКАДЕМИКА ПАВЛОВА,УЛ. АКАДЕМИКА ПАВЛОВА,,False,False,30.317416,59.975062
161,"УЛ. ПРОФЕССОРА ПОПОВА, УГ. ПР. МЕДИКОВ","УЛ. ПРОФЕССОРА ПОПОВА, УГ. ПР. МЕДИКОВ",,False,False,30.313962,59.970767
162,"РОССИЙСКИЙ ПР., УГОЛ УЛ. ЛАТЫШСКИХ СТРЕЛКОВ","РОССИЙСКИЙ ПР., УГ. УЛ. ЛАТЫШСКИХ СТРЕЛКОВ",,False,True,30.471843,59.925359
163,ИНСТРУМЕНТАЛЬНАЯ УЛ.,ИНСТРУМЕНТАЛЬНАЯ УЛ.,,False,False,30.324433,59.971954
164,АПТЕКАРСКАЯ НАБ.,АПТЕКАРСКАЯ НАБ.,,False,False,30.327169,59.973602
165,УЛ. ТИПАНОВА,УЛ. ТИПАНОВА,,False,False,30.32998,59.85424
166,УЛ. ГАСТЕЛЛО,УЛ. ГАСТЕЛЛО,,False,False,30.329639,59.859083
167,УЛ.ВОРОШИЛОВА 9,УЛ. ВОРОШИЛОВА 9,,False,True,30.446547,59.924954
168,УЛ.ДЖОНА РИДА,УЛ. ДЖОНА РИДА,,False,True,30.455106,59.923553
169,АПТЕКАРСКИЙ ПР. ПО УЛ. ПРОФ. ПОПОВА,АПТЕКАРСКИЙ ПР. (ПО УЛ. ПРОФЕССОРА ПОПОВА),,False,True,30.3207,59.97107
170,ВВЕДЕНСКАЯ УЛ.,ВВЕДЕНСКАЯ УЛ.,,False,False,30.298426,59.957546
171,"УЛ. ФРУНЗЕ, УГ. УЛ. ЛЕНСОВЕТА","УЛ. ФРУНЗЕ, УГ. УЛ. ЛЕНСОВЕТА",,False,False,30.328891,59.861938
172,ШАМШЕВА УЛ.,ШАМШЕВА УЛ.,,False,False,30.301999,59.959834
173,"РОССИЙСКИЙ ПР., УГОЛ ТОВАРИЩЕСКОГО ПР.","РОССИЙСКИЙ ПР., УГ. ТОВАРИЩЕСКОГО ПР.",,False,True,30.472746,59.926202
174,"ПР. Ю. ГАГАРИНА, УГ. БАССЕЙНОЙ УЛ.","ПР. ЮРИЯ ГАГАРИНА, УГ. БАССЕЙНОЙ УЛ.",,False,True,30.336699,59.864151
175,"МОСКОВСКИЙ ПР., 194","МОСКОВСКИЙ ПР., 194",,False,False,30.321228,59.862372
176,УЛ. КРАСНОГО КУРСАНТА,УЛ. КРАСНОГО КУРСАНТА,,False,False,30.293024,59.954231
177,УЛ. ВАСИ АЛЕКСЕЕВА,УЛ. ВАСИ АЛЕКСЕЕВА,,False,False,30.271164,59.87676
178,"СТ. МЕТРО ""КИРОВСКИЙ ЗАВОД""","СТ. МЕТРО ""КИРОВСКИЙ ЗАВОД""",,False,False,30.263343,59.879705
179,КРАСНОПУТИЛОВСКАЯ УЛ.,КРАСНОПУТИЛОВСКАЯ УЛ.,,False,False,30.267323,59.873023
180,УЛ.ХИМИКОВ 18,"УЛ. ХИМИКОВ, 18",,False,True,30.474077,59.968637
181,ПР. НАРОДНОГО ОПОЛЧЕНИЯ,ПР. НАРОДНОГО ОПОЛЧЕНИЯ,,False,False,30.280048,59.847693
182,УЛ. ЧУДНОВСКОГО,УЛ. ЧУДНОВСКОГО,,False,False,30.475259,59.924619
183,УЛ. ЧУДНОВСКОГО 6,"УЛ. ЧУДНОВСКОГО, 6",,False,True,30.476843,59.929133
184,АЛЕКСАНДРОВСКАЯ БОЛЬНИЦА ,АЛЕКСАНДРОВСКАЯ БОЛЬНИЦА,,False,True,30.485653,59.928159
185,"ПР. БОЛЬШЕВИКОВ, УГ. УЛ. ПОДВОЙСКОГО","ПР. БОЛЬШЕВИКОВ, УГ. УЛ. ПОДВОЙСКОГО",,False,False,30.477745,59.913325
186,ЖЕЛЕЗНОВОДСКАЯ УЛ.,ЖЕЛЕЗНОВОДСКАЯ УЛ.,,False,False,30.245576,59.952346
187,"СТАНЦИЯ МЕТРО ""ПРИМОРСКАЯ""","СТ. МЕТРО ""ПРИМОРСКАЯ""",,False,True,30.232594,59.948413
188,ШКИПЕРСКИЙ ПРОТОК,ШКИПЕРСКИЙ ПРОТОК,,False,False,30.235105,59.933054
189,СРЕДНИЙ ПР. В.О.,СРЕДНИЙ ПР. В.О.,,False,False,30.236285,59.9307
190,"ЗВЕЗДНАЯ УЛ.,УГ. ПУЛКОВСКОЙ УЛ.","ЗВЁЗДНАЯ УЛ., УГ. ПУЛКОВСКОЙ УЛ.",,False,True,30.351094,59.834198
191,ПЛОЩАДЬ МОРСКОЙ СЛАВЫ,ПЛ. МОРСКОЙ СЛАВЫ,,False,True,30.24147,59.9269
192,"ПУЛКОВСКАЯ УЛ., ТОРГОВЫЙ ЦЕНТР","ПУЛКОВСКАЯ УЛ., ТОРГОВЫЙ ЦЕНТР",,False,False,30.349697,59.838825
193,"СТ. МЕТРО ""СПОРТИВНАЯ""","СТ. МЕТРО ""СПОРТИВНАЯ""",,False,False,30.292622,59.951567
194,"СТ. МЕТРО ""СПОРТИВНАЯ""","СТ. МЕТРО ""СПОРТИВНАЯ""",,False,False,30.292708,59.951825
195,КРАСНОПУТИЛОВСКАЯ УЛ.,КРАСНОПУТИЛОВСКАЯ УЛ.,,False,False,30.267656,59.872899
196,"УЛ. ЗИНЫ ПОРТНОВОЙ,1","УЛ. ЗИНЫ ПОРТНОВОЙ, 1",,False,True,30.256476,59.856702
197,"ТАЛЛИНСКАЯ УЛ., УГ. МАЛООХТИНСКОГО ПР.","ТАЛЛИНСКАЯ УЛ., УГ. МАЛООХТИНСКОГО ПР.",,False,False,30.407699,59.921947
198,ПР. НАРОДНОГО ОПОЛЧЕНИЯ,ПР. НАРОДНОГО ОПОЛЧЕНИЯ,,False,False,30.280423,59.84807
199,ЗОЛЬНАЯ УЛ.,ЗОЛЬНАЯ УЛ.,,False,False,30.414587,59.915644
200,ГРАНИТНАЯ УЛ.,ГРАНИТНАЯ УЛ.,,False,False,30.412956,59.917349
201,ЗОЛЬНАЯ УЛ.,ЗОЛЬНАЯ УЛ.,,False,False,30.41404,59.915515
202,"ОКТЯБРЬСКАЯ НАБ., 8","ОКТЯБРЬСКАЯ НАБ., 8",,False,False,30.419801,59.912088
203,"ОКТЯБРЬСКАЯ НАБ., 8","ОКТЯБРЬСКАЯ НАБ., 8",,False,False,30.420188,59.911557
204,"ОКТЯБРЬСКАЯ НАБ., 18","ОКТЯБРЬСКАЯ НАБ., 18",,False,False,30.427805,59.908744
205,"ОКТЯБРЬСКАЯ НАБ., 18","ОКТЯБРЬСКАЯ НАБ., 18",,False,False,30.42861,59.908034
