number,name_stopping,clean_name,pos_vys,po_treb,changed,longitude,latitude
1101,УЛИЦА ПОГРАНИЧНИКА ГАРЬКАВОГО,УЛ. ПОГРАНИЧНИКА ГАРЬКАВОГО,,False,True,30.147842,59.835606
1102,МАЛАЯ БАЛКАНСКАЯ УЛИЦА (посадки нет),МАЛАЯ БАЛКАНСКАЯ УЛ.,(ПОСАДКИ НЕТ),False,True,30.421139,59.82744
1103,ПИСКАРЁВСКИЙ ПР.,ПИСКАРЁВСКИЙ ПР.,,False,False,30.422168,59.979813
1104,ПРОСПЕКТ НАСТАВНИКОВ,ПР. НАСТАВНИКОВ,,False,True,30.4866,59.9361
1105,"МЕТРО ""ЛАДОЖСКАЯ"" (посадки нет)","СТ. МЕТРО ""ЛАДОЖСКАЯ""",(ПОСАДКИ НЕТ),False,True,30.43544,59.92913
1106,ПЛАНЕРНАЯ УЛ.,ПЛАНЕРНАЯ УЛ.,,False,False,30.235232,60.007609
1107,РЫБАЦКОЕ (посадки нет),РЫБАЦКОЕ,(ПОСАДКИ НЕТ),False,True,30.499139,59.833778
1108,"ПИСКАРЁВСКИЙ ПР., 50 ","ПИСКАРЁВСКИЙ ПР., 50",,False,True,30.430821,59.989576
1109,1-Й МУРИНСКИЙ ПРОСПЕКТ,1-Й МУРИНСКИЙ ПР.,,False,True,30.340622,59.988756
1110,ПИСКАРЁВСКОЕ МЕМОРИАЛЬНОЕ КЛАДБИЩЕ,ПИСКАРЁВСКОЕ МЕМОРИАЛЬНОЕ КЛАДБИЩЕ,,False,False,30.418997,59.99434
1111,ПЛОЩАДЬ БЕХТЕРЕВА,ПЛ. БЕХТЕРЕВА,,False,True,30.402734,59.900532
1112,ПЛОВДИВСКАЯ УЛ.,ПЛОВДИВСКАЯ УЛ.,,False,False,30.37763,59.84007
1113,ПРОСПЕКТ ВЕТЕРАНОВ (посадки нет),ПР. ВЕТЕРАНОВ,(ПОСАДКИ НЕТ),False,True,30.24969,59.84508
1114,ТРАМВАЙНЫЙ ПАРК № 1 (посадки нет),ТРАМВАЙНЫЙ ПАРК № 1,(ПОСАДКИ НЕТ),False,True,30.31788,59.89833
1115,ПЛОЩАДЬ АВРОВА,ПЛ. АВРОВА,,False,True,29.921196,59.874472
1116,ПЛОЩАДЬ МУЖЕСТВА,ПЛ. МУЖЕСТВА,,False,True,30.362771,60.000196
1117,СВЕТЛАНОВСКИЙ ПРОСПЕКТ (посадки нет),СВЕТЛАНОВСКИЙ ПР.,(ПОСАДКИ НЕТ),False,True,30.40708,60.04618
1118,ПЛОЩАДЬ ПОБЕДЫ,ПЛ. ПОБЕДЫ,,False,True,30.323594,59.842908
1119,УЛИЦА УШИНСКОГО,УЛ. УШИНСКОГО,,False,True,30.4181,60.04492
1120,ПЛ. КАЛИНИНА,ПЛ. КАЛИНИНА,,False,False,30.387681,59.971593
1121,УЛИЦА УШИНСКОГО,УЛ. УШИНСКОГО,,False,True,30.41712,60.04545
1122,ПЛОЩАДЬ КОНСТИТУЦИИ,ПЛ. КОНСТИТУЦИИ,,False,True,30.307683,59.851753
1123,СУЗДАЛЬСКИЙ ПРОСПЕКТ,СУЗДАЛЬСКИЙ ПР.,,False,True,30.42648,60.04352
1124,НОВОЛИТОВСКАЯ УЛ.,НОВОЛИТОВСКАЯ УЛ.,,False,False,30.362323,59.984022
1125,НОВОКОЛОМЯЖСКИЙ ПР.,НОВОКОЛОМЯЖСКИЙ ПР.,,False,False,30.299059,60.02426
1126,"НОВОСМОЛЕНСКАЯ НАБ.,6","НОВОСМОЛЕНСКАЯ НАБ., 6",,False,True,30.22462,59.9484
1127,УЛИЦА БЕЛЫ КУНА / ПРАЖСКАЯ УЛИЦА,УЛ. БЕЛЫ КУНА / ПРАЖСКАЯ УЛ.,,False,True,30.38911,59.87392
1128,"НОВОСМОЛЕНСКАЯ НАБ.,2","НОВОСМОЛЕНСКАЯ НАБ., 2",,False,True,30.22996,59.94752
1129,КАМЕННООСТРОВСКИЙ ПРОСПЕКТ,КАМЕННООСТРОВСКИЙ ПР.,,False,True,30.31205,59.96387
1130,НОВОЧЕРКАССКИЙ ПР.,НОВОЧЕРКАССКИЙ ПР.,,False,False,30.407027,59.942483
1131,ШОССЕ РЕВОЛЮЦИИ,ШОССЕ РЕВОЛЮЦИИ,,False,False,30.423439,59.959513
1132,"НОВОСМОЛЕНСКАЯ НАБ.,УГ. УЛ. КОРАБЛЕСТРОИТЕЛЕЙ","НОВОСМОЛЕНСКАЯ НАБ., УГ. УЛ. КОРАБЛЕСТРОИТЕЛЕЙ",,False,True,30.21567,59.948959
1133,ПЛОЩАДЬ КОНСТИТУЦИИ,ПЛ. КОНСТИТУЦИИ,,False,True,30.3077,59.8521
1134,"НОВОЧЕРКАССКИЙ ПР.,УГ. КРАСНОГВАРДЕЙСК. ПЛОЩАДЬ","НОВОЧЕРКАССКИЙ ПР., УГ. КРАСНОГВАРДЕЙСКОЙ ПЛ.",,False,True,30.408406,59.941189
1135,ПЛОЩАДЬ КОНСТИТУЦИИ,ПЛ. КОНСТИТУЦИИ,,False,True,30.30792,59.85177
1136,"ОБЪЕДИНЕНИЕ ""ЛУЧ""","ОБЪЕДИНЕНИЕ ""ЛУЧ""",,False,False,30.421109,59.949419
1137,ПРОСП. НЕПОКОРЁННЫХ / ГРАЖДАНСКИЙ ПРОСП.,ПР. НЕПОКОРЁННЫХ / ГРАЖДАНСКИЙ ПР.,,False,True,30.38144,59.99668
1138,"СТ. МЕТРО ""ОБВОДНЫЙ КАНАЛ""","СТ. МЕТРО ""ОБВОДНЫЙ КАНАЛ""",,False,False,30.350167,59.914355
1139,"ОБЪЕДИНЕНИЕ ""СВЕТЛАНА""","ОБЪЕДИНЕНИЕ ""СВЕТЛАНА""",,False,False,30.333354,60.005396
1140,"МЕТРО ""КУПЧИНО"" (посадки нет)","СТ. МЕТРО ""КУПЧИНО""",(ПОСАДКИ НЕТ),False,True,30.379361,59.830861
1141,"ОБЪЕДИНЕНИЕ ""РУССКИЕ САМОЦВЕТЫ""","ОБЪЕДИНЕНИЕ ""РУССКИЕ САМОЦВЕТЫ""",,False,False,30.435017,59.936036
1142,БОЛЬШОЙ САМПСОНИЕВСКИЙ ПРОСПЕКТ,БОЛЬШОЙ САМПСОНИЕВСКИЙ ПР.,,False,True,30.3364,59.98437
1143,ВЕРБНАЯ УЛ.,ВЕРБНАЯ УЛ.,,False,False,30.282463,60.02369
1144,"МЕТРО ""МОСКОВСКИЕ ВОРОТА"" (посадки нет)","СТ. МЕТРО ""МОСКОВСКИЕ ВОРОТА""",(ПОСАДКИ НЕТ),False,True,30.31945,59.89221
1145,"ОБЪЕДИНЕНИЕ ""СОКОЛ""","ОБЪЕДИНЕНИЕ ""СОКОЛ""",,False,False,30.449851,59.953124
1146,БЛАГОДАТНАЯ УЛИЦА,БЛАГОДАТНАЯ УЛ.,,False,True,30.33776,59.87616
1147,ОГОРОДНЫЙ ПЕР.,ОГОРОДНЫЙ ПЕР.,,False,False,30.267897,59.886867
1148,ПРАЖСКАЯ УЛИЦА / УЛИЦА БЕЛЫ КУНА,ПРАЖСКАЯ УЛ. / УЛ. БЕЛЫ КУНА,,False,True,30.387714,59.874294
1149,ОВЦИНО,ОВЦИНО,,False,False,30.608358,59.812231
1150,ОЗЕРКОВАЯ УЛ. 51,"ОЗЕРКОВАЯ УЛ., 51",,False,True,29.890579,59.872933
1151,"ОКТЯБРЬСКАЯ НАБ.,102","ОКТЯБРЬСКАЯ НАБ., 102",,False,True,30.482637,59.869676
1152,НАБ. РЕКИ ФОНТАНКИ,НАБ. РЕКИ ФОНТАНКИ,,False,False,30.296772,59.917572
1153,"ОКТЯБРЬСКАЯ НАБ.,106","ОКТЯБРЬСКАЯ НАБ., 106",,False,True,30.486113,59.866958
1154,СЕВЕРНЫЙ ПРОСПЕКТ (конечная),СЕВЕРНЫЙ ПР.,(КОНЕЧНАЯ),False,True,30.40682,60.02361
1155,"ОКТЯБРЬСКАЯ НАБ.,78","ОКТЯБРЬСКАЯ НАБ., 78",,False,True,30.46352,59.872388
1156,"ОКТЯБРЬСКАЯ НАБ.,94","ОКТЯБРЬСКАЯ НАБ., 94",,False,True,30.471182,59.871033
1157,"ОКТЯБРЬСКАЯ УЛ.,51","ОКТЯБРЬСКАЯ УЛ., 51",,False,True,30.61674,59.74307
1158,КОННОГВАРДЕЙСКИЙ БУЛЬВАР,КОННОГВАРДЕЙСКИЙ БУЛЬВ.,,False,True,30.29644,59.93237
1159,"ОКТЯБРЬСКАЯ УЛ.,65","ОКТЯБРЬСКАЯ УЛ., 65",,False,True,30.61988,59.74019
1160,"МЕТРО ""ПИОНЕРСКАЯ""","СТ. МЕТРО ""ПИОНЕРСКАЯ""",,False,True,30.299556,60.002583
1161,ОКТЯБРЬСКИЙ БУЛЬВАР,ОКТЯБРЬСКИЙ БУЛЬВ.,,False,True,30.411694,59.722139
1162,УЛИЦА ВАТУТИНА,УЛ. ВАТУТИНА,,False,True,30.37456,59.96563
1163,ОЛЬХОВАЯ УЛ.,ОЛЬХОВАЯ УЛ.,,False,False,30.269604,60.015268
1164,УЛИЦА ВАТУТИНА,УЛ. ВАТУТИНА,,False,True,30.37261,59.96568
1165,ОМСКАЯ УЛ.,ОМСКАЯ УЛ.,,False,False,30.316511,59.994542
1166,ЗВЁЗДНАЯ УЛИЦА (посадки нет),ЗВЁЗДНАЯ УЛ.,(ПОСАДКИ НЕТ),False,True,30.36992,59.83525
1167,ГАККЕЛЕВСКАЯ УЛИЦА,ГАККЕЛЕВСКАЯ УЛ.,,False,True,30.253614,59.99444
1168,ОРАНЖЕРЕЙНАЯ УЛ.УГ.ЛЕНИНГРАДСКОЙ УЛ.,"ОРАНЖЕРЕЙНАЯ УЛ., УГ. ЛЕНИНГРАДСКОЙ УЛ.",,False,True,30.417056,59.726389
1169,ОРАНИЕНБАУМСКИЙ СПУСК,ОРАНИЕНБАУМСКИЙ СПУСК,,False,False,29.876732,59.888635
1170,ОРДИНАРНАЯ УЛ.,ОРДИНАРНАЯ УЛ.,,False,False,30.309674,59.964425
1171,ОРЛОВСКИЙ ПРУД,ОРЛОВСКИЙ ПРУД,,False,False,30.047446,59.851364
1172,"МЕТРО ""ПЛОЩАДЬ АЛЕКСАНДРА НЕВСКОГО""","СТ. МЕТРО ""ПЛОЩАДЬ АЛЕКСАНДРА НЕВСКОГО""",,False,True,30.383503,59.924078
1173,ОРТОПЕДИЧЕСКИЙ ЦЕНТР,ОРТОПЕДИЧЕСКИЙ ЦЕНТР,,False,False,30.43016,59.977649
1174,НАБ. КОМСОМОЛЬСКОГО КАН.,НАБ. КОМСОМОЛЬСКОГО КАНАЛА,,False,True,30.61475,59.747139
1175,МЯСОКОМБИНАТ,МЯСОКОМБИНАТ,,False,False,30.348835,59.829135
1176,"МЕТРО ""УЛИЦА ДЫБЕНКО""","СТ. МЕТРО ""УЛИЦА ДЫБЕНКО""",,False,True,30.48299,59.90603
1177,МЯГЛОВО,МЯГЛОВО,,False,False,30.68437,59.891814
1178,МЫТНИНСКАЯ УЛ.,МЫТНИНСКАЯ УЛ.,,False,False,30.380556,59.934204
1179,БИРЖЕВАЯ ПЛОЩАДЬ,БИРЖЕВАЯ ПЛ.,,False,True,30.304484,59.944321
1180,МУЗЕЙ А.В. СУВОРОВА,МУЗЕЙ А. В. СУВОРОВА,,False,True,30.376575,59.943717
1181,"МОСКОВСКОЕ ШОССЕ,35","МОСКОВСКОЕ ШОССЕ, 35",,False,True,30.36508,59.819452
1182,КРАСНОГВАРДЕЙСКАЯ ПЛОЩАДЬ,КРАСНОГВАРДЕЙСКАЯ ПЛ.,,False,True,30.4088,59.940713
1183,"МОСКОВСКОЕ ШОССЕ,22 КМ","МОСКОВСКОЕ ШОССЕ, 22 КМ.",,False,True,30.466555,59.765029
1184,НАГОРНАЯ УЛ.,НАГОРНАЯ УЛ.,,False,False,30.0104,59.85703
1185,УЛИЦА ПОДВОЙСКОГО,УЛ. ПОДВОЙСКОГО,,False,True,30.476583,59.912889
1186,НАБ. РЕКИ ФОНТАНКИ,НАБ. РЕКИ ФОНТАНКИ,,False,False,30.317599,59.921103
1187,ПР. НАУКИ,ПР. НАУКИ,,False,False,30.367456,60.017439
1188,"НАБ. ОБВОДНОГО КАНАЛА,74","НАБ. ОБВОДНОГО КАНАЛА, 74",,False,True,30.328992,59.911271
1189,МОСКОВСКИЕ ВОРОТА (посадки нет),"СТ. МЕТРО ""МОСКОВСКИЕ ВОРОТА""",(ПОСАДКИ НЕТ),False,True,30.3194,59.89214
1190,"НАБ. ОБВОДНОГО КАНАЛА,150","НАБ. ОБВОДНОГО КАНАЛА, 150",,False,True,30.27095,59.908752
1191,"НАБ. ОБВОДНОГО КАНАЛА,138","НАБ. ОБВОДНОГО КАНАЛА, 138",,False,True,30.281836,59.908709
1192,Ж/Д СТАНЦИЯ КУШЕЛЕВКА (посадки нет),"Ж.-Д. СТ. ""КУШЕЛЕВКА""",(ПОСАДКИ НЕТ),False,True,30.3535,59.990967
1193,"НАБ. ОБВОДНОГО КАНАЛА,11","НАБ. ОБВОДНОГО КАНАЛА, 11",,False,True,30.3888,59.91809
1194,НАБ. ОБВОДНОГО КАНАЛА,НАБ. ОБВОДНОГО КАНАЛА,,False,False,30.30758,59.91009
1195,НАРОДНАЯ УЛ. УГ. ДАЛЬНЕВОСТОЧНОГО ПР.,"НАРОДНАЯ УЛ., УГ. ДАЛЬНЕВОСТОЧНОГО ПР.",,False,True,30.470244,59.881168
1196,НЕВСКИЙ ЛЕСОПАРК,НЕВСКИЙ ЛЕСОПАРК,,False,False,30.565886,59.828444
1197, ПРАВОБЕРЕЖНЫЕ БАНИ,ПРАВОБЕРЕЖНЫЕ БАНИ,,False,True,30.479918,59.883661
1198,ГОСПИТАЛЬ,ГОСПИТАЛЬ,,False,False,30.461144,59.879474
1199,НАРОДНАЯ УЛ.,НАРОДНАЯ УЛ.,,False,False,30.456334,59.879051
1200,УЛИЦА МАРШАЛА КАЗАКОВА (посадки нет),УЛ. МАРШАЛА КАЗАКОВА,(ПОСАДКИ НЕТ),False,True,30.22611,59.86033
1201,НАРОДНАЯ УЛ. 100,НАРОДНАЯ УЛ. 100,,False,False,30.486098,59.884513
1202,НАРВСКИЙ ПР.,НАРВСКИЙ ПР.,,False,False,30.274215,59.905201
1203,"НОВОИЗМАЙЛОВСКИЙ ПР.,79","НОВОИЗМАЙЛОВСКИЙ ПР., 79",,False,True,30.304811,59.8563
1204,НОВГОРОДСКАЯ УЛ. 26,НОВГОРОДСКАЯ УЛ. 26,,False,False,30.390409,59.941372
1205,"НОВОИЗМАЙЛОВСКИЙ ПР.,45","НОВОИЗМАЙЛОВСКИЙ ПР., 45",,False,True,30.304999,59.86042
1206,НИКОЛЬСКАЯ ПЛОЩАДЬ,НИКОЛЬСКАЯ ПЛ.,,False,True,30.30192,59.92132
1207,"НОВАЯ ДЕРЕВНЯ,3-Я СОВЕТСКАЯ УЛ.","НОВАЯ ДЕРЕВНЯ, 3-Я СОВЕТСКАЯ УЛ.",,False,True,30.447251,59.72547
1208,НЕВСКИЙ ПР.,НЕВСКИЙ ПР.,,False,False,30.379642,59.925485
1209,НЕЙШЛОТСКИЙ ПЕР.,НЕЙШЛОТСКИЙ ПЕР.,,False,False,30.34947,59.968053
1210,"СТ. М. ""АДМИРАЛТЕЙСКАЯ""","СТ. МЕТРО ""АДМИРАЛТЕЙСКАЯ""",,False,True,30.313847,59.936022
1211,"МЕТРО ""СТАРАЯ ДЕРЕВНЯ"" (высадка)","СТ. МЕТРО ""СТАРАЯ ДЕРЕВНЯ""",(ВЫСАДКА),False,True,30.25495,59.99053
1212,УЛИЦА ШАВРОВА (посадки нет),УЛ. ШАВРОВА,(ПОСАДКИ НЕТ),False,True,30.233861,60.024472
1213,МАЛАЯ БУХАРЕСТСКАЯ УЛ.,МАЛАЯ БУХАРЕСТСКАЯ УЛ.,,False,False,30.41761,59.84441
1214,БОЛЬШОЙ САМПСОНИЕВСКИЙ ПРОСПЕКТ,БОЛЬШОЙ САМПСОНИЕВСКИЙ ПР.,,False,True,30.334595,59.9885
1215,МАЛЫЙ ПР. В.О.,МАЛЫЙ ПР. В.О.,,False,False,30.233588,59.93691
1216,"ОБОРОТНАЯ СТАНЦИЯ ""УДЕЛЬНЫЙ ПАРК""","ОБОРОТНАЯ СТАНЦИЯ ""УДЕЛЬНЫЙ ПАРК""",,False,False,30.311389,60.000722
1217,МАЛАЯ МОРСКАЯ УЛ.,МАЛАЯ МОРСКАЯ УЛ.,,False,False,30.313353,59.936791
1218,"МАГАЗИН ""СТРОИТЕЛЬ""","МАГАЗИН ""СТРОИТЕЛЬ""",,False,False,30.224563,59.949229
1219,СУЗДАЛЬСКИЙ ПРОСПЕКТ,СУЗДАЛЬСКИЙ ПР.,,False,True,30.4066,60.047367
1220,"МАГАЗИН ""ВЕСНА""","МАГАЗИН ""ВЕСНА""",,False,False,30.401313,59.975267
1221,МАЛАЯ БАЛКАНСКАЯ УЛ. УГ. УЛ. О. ДУНДИЧА,"МАЛАЯ БАЛКАНСКАЯ УЛ., УГ. УЛ. ОЛЕКО ДУНДИЧА",,False,True,30.385239,59.829208
1222,СВЕТЛАНОВСКИЙ ПРОСПЕКТ,СВЕТЛАНОВСКИЙ ПР.,,False,True,30.40789,60.0465
1223,МАЛАЯ БАЛКАНСКАЯ УЛ. ПО УЛ. Я. ГАШЕКА,МАЛАЯ БАЛКАНСКАЯ УЛ. (ПО УЛ. ЯРОСЛАВА ГАШЕКА),,False,True,30.385184,59.831084
1224,Ж/Д СТАНЦИЯ ЛАНСКАЯ,"Ж.-Д. СТ. ""ЛАНСКАЯ""",,False,True,30.32938,59.99453
1225,МАСЛЯНЫЙ ПЕРЕУЛОК,МАСЛЯНЫЙ ПЕР.,,False,True,30.325219,59.909902
1226,МАРИИНСКИЙ ТЕАТР,МАРИИНСКИЙ ТЕАТР,,False,False,30.292337,59.925506
1227,"ГОСТИНИЦА ""ВЫБОРГСКАЯ""","ГОСТИНИЦА ""ВЫБОРГСКАЯ""",,False,False,30.30454,59.98716
1228,ВОЛКОВСКИЙ ПР.,ВОЛКОВСКИЙ ПР.,,False,False,30.366265,59.901269
1229,МАСТЕРОВОЙ ПЕР.,МАСТЕРОВОЙ ПЕР.,,False,False,29.894657,59.882261
1230,Ж/Д СТАНЦИЯ РЖЕВКА (посадка),"Ж.-Д. СТ. ""РЖЕВКА""",(ПОСАДКА),False,True,30.508756,59.980733
1231,МАЛЬЦЕВСКИЙ РЫНОК,МАЛЬЦЕВСКИЙ РЫНОК,,False,False,30.366764,59.938431
1232,НЕВСКИЙ ЗАВОД (посадки нет),НЕВСКИЙ ЗАВОД,(ПОСАДКИ НЕТ),False,True,30.418278,59.905444
1233,"МАЛЫЙ ПР. В.О.,УГ. НАЛИЧНОЙ УЛ.","МАЛЫЙ ПР. В.О., УГ. НАЛИЧНОЙ УЛ.",,False,True,30.23602,59.937534
1234,МАНЧЕСТЕРСКАЯ УЛ.,МАНЧЕСТЕРСКАЯ УЛ.,,False,False,30.324715,60.011233
1235,ПРОСПЕКТ ЛУНАЧАРСКОГО (посадки нет),ПР. ЛУНАЧАРСКОГО,(ПОСАДКИ НЕТ),False,True,30.43324,60.0208
1236,МОРДВИНОВКА,МОРДВИНОВКА,,False,False,29.82763,59.89925
1237,МОРСКАЯ УЛ. 35,МОРСКАЯ УЛ. 35,,False,False,29.803594,59.909243
1238,СВЕТЛАНОВСКИЙ ПРОСПЕКТ / ТИХОРЕЦКИЙ ПРОСПЕКТ,СВЕТЛАНОВСКИЙ ПР. / ТИХОРЕЦКИЙ ПР.,,False,True,30.36729,60.017617
1239,МОСКОВСКАЯ ПЛОЩАДЬ,МОСКОВСКАЯ ПЛ.,,False,True,30.322799,59.850721
1240,"МЕТРО ""ЛОМОНОСОВСКАЯ""","СТ. МЕТРО ""ЛОМОНОСОВСКАЯ""",,False,True,30.441297,59.878211
1241,Ж/Д СТАНЦИЯ ЛАНСКАЯ,"Ж.-Д. СТ. ""ЛАНСКАЯ""",,False,True,30.3256,59.993417
1242,"ПОС. МЕТАЛЛОСТРОЙ,3","ПОС. МЕТАЛЛОСТРОЙ, 3",,False,True,30.564255,59.792876
1243,САД БЕНУА,САД БЕНУА,,False,False,30.369269,60.0194
1244,МИЧУРИНСКАЯ УЛ.,МИЧУРИНСКАЯ УЛ.,,False,False,30.32905,59.955582
1245,ТИХОРЕЦКИЙ ПРОСПЕКТ,ТИХОРЕЦКИЙ ПР.,,False,True,30.3682,60.0115
1246,МОСКОВСКИЙ ПР.,МОСКОВСКИЙ ПР.,,False,False,30.319696,59.908306
1247,УЛИЦА ДОБЛЕСТИ,УЛ. ДОБЛЕСТИ,,False,True,30.18122,59.8608
1248,СТАНЦИЯ РУЧЬИ,"Ж.-Д. СТ. ""РУЧЬИ""",,False,True,30.438386,60.004847
1249,"МОСКОВСКИЙ ПР.,129","МОСКОВСКИЙ ПР., 129",,False,True,30.319309,59.884934
1250,"МОСКОВСКИЙ ПР.,4","МОСКОВСКИЙ ПР., 4",,False,True,30.317677,59.925197
1251,УЛИЦА ГЕНЕРАЛА ХРУЛЁВА,УЛ. ГЕНЕРАЛА ХРУЛЁВА,,False,True,30.29957,59.99705
1252,Ж/Д СТАНЦИЯ РЖЕВКА (посадки нет),"Ж.-Д. СТ. ""РЖЕВКА""",(ПОСАДКИ НЕТ),False,True,30.51042,59.98016
1253,"МОСКОВСКИЙ ПР.,5","МОСКОВСКИЙ ПР., 5",,False,True,30.31738,59.925168
1254,МОСКОВСКАЯ ПЛОЩАДЬ,МОСКОВСКАЯ ПЛ.,,False,True,30.32465,59.85286
1255,МОСКОВСКАЯ СЛАВЯНКА,МОСКОВСКАЯ СЛАВЯНКА,,False,False,30.496608,59.748811
1256,УЛИЦА ЯРОСЛАВА ГАШЕКА,УЛ. ЯРОСЛАВА ГАШЕКА,,False,True,30.41366,59.83815
1257,МОСКОВСКАЯ УЛ.,МОСКОВСКАЯ УЛ.,,False,False,30.408391,59.719558
1258,МАЛАЯ БАЛКАНСКАЯ УЛИЦА (посадки нет),МАЛАЯ БАЛКАНСКАЯ УЛ.,(ПОСАДКИ НЕТ),False,True,30.42189,59.82746
1259,МОСКОВСКИЙ ВОКЗАЛ,МОСКОВСКИЙ ВОКЗАЛ,,False,False,30.360326,59.929224
1260,ПР. СТАЧЕК,ПР. СТАЧЕК,,False,False,30.232333,59.852032
1261,"ПР. СОЛИДАРНОСТИ,11","ПР. СОЛИДАРНОСТИ, 11",,False,True,30.492316,59.92104
1262,АДМИНИСТРАЦИЯ КИРОВСКОГО РАЙОНА,АДМИНИСТРАЦИЯ КИРОВСКОГО РАЙОНА,,False,False,30.275093,59.89449
1263,ПР. УДАРНИКОВ УГ. УЛ. КОММУНЫ,"ПР. УДАРНИКОВ, УГ. УЛ. КОММУНЫ",,False,True,30.492753,59.95682
1264,ПР. УДАРНИКОВ,ПР. УДАРНИКОВ,,False,False,30.493641,59.957389
1265,"ПР. ПРОСВЕЩЕНИЯ,УГ. УЛ. УШИНСКОГО","ПР. ПРОСВЕЩЕНИЯ, УГ. УЛ. УШИНСКОГО",,False,True,30.411803,60.037581
1266,ПР. ПРОСВЕЩЕНИЯ УГ. УЛ. СИМОНОВА,"ПР. ПРОСВЕЩЕНИЯ, УГ. УЛ. СИМОНОВА",,False,True,30.322437,60.055808
1267,"ПР. ПЯТИЛЕТОК,ЛЕДОВЫЙ ДВОРЕЦ","ПР. ПЯТИЛЕТОК, ЛЕДОВЫЙ ДВОРЕЦ",,False,True,30.467306,59.92075
1268,"ПР. ПРОСВЕЩЕНИЯ,УГ.УЛ. КОМПОЗИТОРОВ","ПР. ПРОСВЕЩЕНИЯ, УГ. УЛ. КОМПОЗИТОРОВ",,False,True,30.315215,60.056756
1269,ПР. СИЗОВА,ПР. СИЗОВА,,False,False,30.274703,60.012295
1270,ПР. СИЗОВА,ПР. СИЗОВА,,False,False,30.274263,60.005849
1271,ПР. СЛАВЫ,ПР. СЛАВЫ,,False,False,30.418844,59.86653
1272,"ПР. НЕПОКОРЁННЫХ,6","ПР. НЕПОКОРЁННЫХ, 6",,False,True,30.372391,59.997452
1273,"ПР. ОБУХОВСКОЙ ОБОРОНЫ,239","ПР. ОБУХОВСКОЙ ОБОРОНЫ, 239",,False,True,30.475412,59.862929
1274,"ПР. ОБУХОВСКОЙ ОБОРОНЫ,251","ПР. ОБУХОВСКОЙ ОБОРОНЫ, 251",,False,True,30.4779,59.86099
1275,ПР. ПАРХОМЕНКО,ПР. ПАРХОМЕНКО,,False,False,30.329257,60.000137
1276,УЛ. ПЕРЕДОВИКОВ,УЛ. ПЕРЕДОВИКОВ,,False,False,30.466626,59.941788
1277,ПР. ПРОСВЕЩЕНИЯ,ПР. ПРОСВЕЩЕНИЯ,,False,False,30.353316,60.048222
1278,ПР. ПРОСВЕЩЕНИЯ УГ. ДЕМЬЯНА БЕДНОГО,"ПР. ПРОСВЕЩЕНИЯ, УГ. УЛ. ДЕМЬЯНА БЕДНОГО",,False,True,30.387217,60.041954
1279,ПР. НАУКИ УГ. УЛ. БУТЛЕРОВА,"ПР. НАУКИ, УГ. УЛ. БУТЛЕРОВА",,False,True,30.404694,60.011282
1280,"ПР. НАУКИ,12","ПР. НАУКИ, 12",,False,True,30.390279,60.014643
1281,"ПР. НАУКИ,28","ПР. НАУКИ, 28",,False,True,30.416538,60.008183
1282,"ПР. НАУКИ,73","ПР. НАУКИ, 73",,False,True,30.43112,60.004578
1283,"ПИСКАРЁВСКИЙ ПР., 56","ПИСКАРЁВСКИЙ ПР., 56",,False,False,30.43492,59.993549
1284,ПР. НЕПОКОРЁННЫХ УГ. УЛ.  БУТЛЕРОВА,"ПР. НЕПОКОРЁННЫХ, УГ. УЛ. БУТЛЕРОВА",,False,True,30.391671,59.995059
1285,ПР. НАРОДНОГО ОПОЛЧЕНИЯ,ПР. НАРОДНОГО ОПОЛЧЕНИЯ,,False,False,30.279208,59.852036
1286,ПР. МЕТАЛЛИСТОВ,ПР. МЕТАЛЛИСТОВ,,False,False,30.420922,59.9535
1287,ПР. МЕТАЛЛИСТОВ,ПР. МЕТАЛЛИСТОВ,,False,False,30.39707,59.97152
1288,"ВАРШАВСКАЯ УЛ.,73","ВАРШАВСКАЯ УЛ., 73",,False,True,30.313897,59.844039
1289,"ПР. НАСТАВНИКОВ,УГ. ИРИНОВСКОГО ПР.","ПР. НАСТАВНИКОВ, УГ. ИРИНОВСКОГО ПР.",,False,True,30.478168,59.9582
1290,"ВАРШАВСКАЯ УЛ.,73","ВАРШАВСКАЯ УЛ., 73",,False,True,30.31536,59.84384
1291,ПР. НАСТАВНИКОВ,ПР. НАСТАВНИКОВ,,False,False,30.485542,59.950413
1292,"ПР. МАРШАЛА ЖУКОВА,УГ. ПР. ВЕТЕРАНОВ","ПР. МАРШАЛА ЖУКОВА, УГ. ПР. ВЕТЕРАНОВ",,False,True,30.193547,59.832334
1293,"ПР. МАРШАЛА ЖУКОВА,УГ. ЛЕНИНСКОГО ПР.","ПР. МАРШАЛА ЖУКОВА, УГ. ЛЕНИНСКОГО ПР.",,False,True,30.220557,59.851426
1294,"ПР. МАРШАЛА ЖУКОВА,60","ПР. МАРШАЛА ЖУКОВА, 60",,False,True,30.202155,59.838709
1295,"ПР. МАРШАЛА ЖУКОВА,32","ПР. МАРШАЛА ЖУКОВА, 32",,False,True,30.227414,59.855732
1296,ПР. МЕТАЛЛИСТОВ,ПР. МЕТАЛЛИСТОВ,,False,False,30.421812,59.959593
1297,"ПР. М. ТОРЕЗА,82","ПР. ТОРЕЗА, 82",,False,True,30.337593,60.016814
